"","Estimate","Std. Error","2.5 %","97.5 %","Pr(>|t|)","pAdj_bonf","pAdj_fdr"
"videogames_time.52",15.4334250988043,6.71268168625336,2.2679085799571,28.5989416176516,0.0216114107355351,1,0.429810960765549
"social_activities_time.52",-5.89599004955196,7.79114465855725,-21.176685380752,9.38470528164809,0.449296065160497,1,0.707174621593438
"tv_time.53",-3.91463343884413,6.72498954481381,-17.1042298096606,9.2749629319723,0.560570437468545,1,0.792965363566233
"video_time.53",-14.8588046347285,6.74571899531291,-28.0890572895808,-1.62855197987628,0.027742002145881,1,0.435989196491928
"videogames_time.53",9.21955337279045,6.85023701263542,-4.21568851703021,22.6547952626111,0.178512571610215,1,0.545566510988522
"social_activities_time.53",-12.3285195361669,7.99426601192057,-28.007524131718,3.35048505938421,0.123207797006845,1,0.481126213022398
"tv_time.54",-5.69476667542536,12.4824740773421,-30.1764373489291,18.7869039980784,0.648286142479257,1,0.864381523305677
"video_time.54",2.9380634910734,12.5518414905247,-21.6796563466014,27.5557833287482,0.814953932790752,1,0.937914117013264
"videogames_time.54",-4.78891961647886,12.6550389830343,-29.609038995326,20.0311997623683,0.705163276347592,1,0.91172131056894
"social_activities_time.54",-0.167876399636912,14.7845290939921,-29.1645296351482,28.8287768358744,0.990941578565171,1,0.990941578565171
"tv_time.55",-6.73500480880763,4.45898088848767,-15.4803667549177,2.01035713730245,0.131108929793749,1,0.481126213022398
"video_time.55",-3.84621323756204,4.51723055335118,-12.7058197644879,5.01339328936385,0.394631321199644,1,0.679365312444957
"videogames_time.55",-4.23550984837765,4.55213560061444,-13.1635753527464,4.69255565599115,0.352266555321404,1,0.659158535814432
"social_activities_time.55",-4.27144704483343,5.28671539260848,-14.6402377552403,6.09734366557342,0.419221905799269,1,0.695294868154885
"tv_time.56",-18.3667767418562,13.2869425901777,-44.4263363176992,7.69278283398684,0.167046700727852,1,0.528333751139253
"video_time.56",-23.7241851170288,13.3622128566835,-49.9313715815246,2.48300134746707,0.0759905684195032,1,0.459320769113442
